MainID,Country ID2,Name,Age,Class/Dept,Ticket,Joined,Job,Boat [Body],Country of Residence,Profession
989,1902,"CLARK, Mr Walter Miller",27,1st Class Passenger,13508£136 15s 7d,Cherbourg,,,United States,0
990,350,"CLARK, Mr William",42,Engineering Crew,,Southampton,Fireman,15,England,Fireman
991,352,"CLARKE, Mrs Ada Maria",28,2nd Class Passenger,2003£26,Southampton,,14,England,0
992,351,"CLARKE, Mr Charles Valentine",29,2nd Class Passenger,2003£26,Southampton,Dairy Worker,,England,Dairy Worker
994,355,"CLENCH, Mr Frederick Charles",33,Deck Crew,,Southampton,Able Seaman,12,England,Able Seaman
995,356,"CLENCH, Mr George James",31,Deck Crew,,Southampton,Able Seaman,,England,Able Seaman
996,1904,"CLIFFORD, Mr George Quincy",40,1st Class Passenger,110465£52,Southampton,,,United States,0
998,357,"COE, Mr Harry",21,Engineering Crew,,Southampton,Trimmer,,England,Trimmer
1000,359,"COHEN, Mr Gurshon",19,3rd Class Passenger,3540£8 1s,Southampton,Printer / Compositor,12*†,England,Printer / Compositor
1001,1489,"COLBERT, Mr Patrick",24,3rd Class Passenger,371109£7 5s,Queenstown,Railway Porter,,Ireland,Railway Porter
1002,360,"COLEMAN, Mr Albert Edward",28,Victualling Crew,,Southampton,Saloon Steward (1st class),,England,Saloon Steward (1st class)
1003,361,"COLEMAN, Mr John",57,Engineering Crew,,Belfast,Engineers' Mess steward,,England,Engineers' Mess steward
1004,362,"COLERIDGE, Mr Reginald Charles",29,2nd Class Passenger,14263£10 10s,Southampton,Advertising Consultant,,England,Advertising Consultant
1005,363,"COLGAN, Mr Joseph",33,Victualling Crew,,Southampton,Scullion,,England,Scullion
1006,1358,"COLLANDER, Mr Erik Gustaf",27,2nd Class Passenger,248740£13,Southampton,,,Finland,0
1007,364,"COLLETT, Mr Sidney Clarence Stuart",25,2nd Class Passenger,28034£10 10s,Southampton,,9,England,0
1008,1490,"COLLEY, Mr Edward Pomeroy",37,1st Class Passenger,5727£25 11s 9d,Southampton,Civil Engineer,,Ireland,Civil Engineer
1009,365,"COLLINS, Mr John",38,Engineering Crew,,Southampton,Fireman,1,England,Scullion
1011,367,"COLLYER, Mrs Charlotte Caroline",30,2nd Class Passenger,31921£26 5s,Southampton,,14,England,0
1012,366,"COLLYER, Mr Harvey",31,2nd Class Passenger,31921£26 5s,Southampton,Grocer,,England,Grocer
1013,368,"COLLYER, Miss Marjorie Lottie",8,2nd Class Passenger,31921£26 5s,Southampton,,14,England,0
1014,369,"COMBES, Mr George",34,Engineering Crew,,Southampton,Fireman,,England,Fireman
1015,1907,"COMPTON, Mr Alexander Taylor jr",37,1st Class Passenger,17756£83 3s 2d,Cherbourg,,,United States,0
1016,1905,"COMPTON, Mrs Mary Eliza",64,1st Class Passenger,17756£83 3s 2d,Cherbourg,,14,United States,0
1017,1906,"COMPTON, Miss Sara Rebecca",39,1st Class Passenger,17756£83 3s 2d,Cherbourg,,14,United States,0
1018,1908,"CONLIN, Mr Thomas Henry",30,3rd Class Passenger,21332£7 14s 8d,Queenstown,General Labourer,,United States,General Labourer
1019,1492,"CONNAUGHTON, Mr Michael",40,3rd Class Passenger,335097£7 15s,Queenstown,Bus Driver,,Ireland,Bus Driver
1020,1493,"CONNOLLY, Miss Catherine",23,3rd Class Passenger,370373£7 15s,Queenstown,,13*†,Ireland,0
1021,1494,"CONNOLLY, Miss Kate",41,3rd Class Passenger,330972£7 12s 7d,Queenstown,,,Ireland,0
1024,1495,"CONNORS, Mr Patrick",66,3rd Class Passenger,370369£7 15s,Queenstown,Farm Labourer,[171],Ireland,Farm Labourer
1025,370,"CONWAY, Mr Percy Walter",25,Victualling Crew,,Belfast,Saloon Steward (2nd class),,England,Saloon Steward (2nd class)
1028,371,"COOK, Mrs Selena",22,2nd Class Passenger,14266£10 10s,Southampton,,14,England,0
1029,372,"COOMBS, Mr Charles Augustus",45,Victualling Crew,,Southampton,Assistant Cook,,England,Assistant Cook
1030,373,"COOPER, Mr H.",25,Engineering Crew,,Southampton,Fireman,,England,Fireman
1031,374,"COOPER, Mr James Edward",26,Engineering Crew,,Southampton,Trimmer,,England,Trimmer
1032,375,"COPPERTHWAITE, Mr Albert Harry",28,Engineering Crew,,Southampton,Fireman,,England,Fireman
1033,376,"CORBEN, Mr Ernest Theodore",27,Victualling Crew,,Southampton,Assistant Printer Steward,,England,Assistant Printer Steward
1034,1909,"CORBETT, Mrs Irene",30,2nd Class Passenger,237249£13,Southampton,Musician,,United States,Musician
1035,377,"CORCORAN, Mr Dennis",33,Engineering Crew,,Southampton,Fireman,,England,Fireman
1037,378,"CORNAIRE, Mr Marcel Raymond AndrÈ",19,Restaurant Staff,,Southampton,Assistant Roast Cook,,England,Assistant Roast Cook
1038,379,"CORNBLATT, Mr Harris",30,3rd Class Passenger,SOTON/OQ 392090£8 1s,Southampton,Upholsterer,,England,Upholsterer
1039,1910,"CORNELL, Mrs Malvina Helen",55,1st Class Passenger,11770£25 14s 10d,Southampton,,2,United States,0
1040,1496,"CORR, Miss Ellen",16,3rd Class Passenger,367231£7 15s,Queenstown,,,Ireland,0
1043,380,"COTTERILL, Mr Henry",21,2nd Class Passenger,29107£11 10s,Southampton,Carpenter / Joiner,,England,Carpenter / Joiner
1044,382,"COUCH, Mr Frank",27,Deck Crew,,Southampton,Able Seaman,[253],England,Able Seaman
1045,383,"COUCH, Mr Joseph Henry",49,Engineering Crew,,Southampton,Greaser,,England,Greaser
1046,384,"COUPER, Mr Robert Frederick William",30,Engineering Crew,,Southampton,Fireman,,England,Fireman
1047,385,"COUTIN, Mr Auguste Louis",28,Restaurant Staff,,Southampton,EntrÈe Cook,,England,EntrÈe Cook
1048,386,"COUTTS, Mrs Minnie",36,3rd Class Passenger,37671£15 18s,Southampton,,2,England,0
1049,388,"COUTTS, Master Neville Leslie",3,3rd Class Passenger,37671£15 18s,Southampton,,2,England,0
1050,387,"COUTTS, Master William Loch",9,3rd Class Passenger,37671£15 18s,Southampton,,2,England,0
1051,389,"COX, Mr William Denton",30,Victualling Crew,,Southampton,Third class steward,[300],England,Third class steward
1052,390,"COXON, Mr Daniel",58,3rd Class Passenger,364500£7 5s,Southampton,Dealer,,England,Dealer
1053,391,"COY, Mr Francis Ernest George",27,Engineering Crew,,Belfast,Junior Assistant 3rd. Engineer,,England,Junior Assistant 3rd. Engineer
1054,392,"CRABB, Mr Henry James",23,Engineering Crew,,Southampton,Trimmer,,England,Trimmer
1055,393,"CRAFTER, Mr Frederick Horace",20,Victualling Crew,,Southampton,Saloon Steward (1st class),15*†,England,Saloon Steward (1st class)
1056,1911,"CRAFTON, Mr John Bertram",58,1st Class Passenger,113791£26 11s,Southampton,Businessman,,United States,Businessman
1059,394,"CRAWFORD, Mr Alfred George",43,Victualling Crew,,Belfast,Bed Room Steward,8,England,Bed Room Steward
1060,395,"CREASE, Mr Ernest James",20,3rd Class Passenger,3464£8 3s 2d,Southampton,Tinsmith,,England,Tinsmith
1061,396,"CREESE, Mr Henry Philip",45,Engineering Crew,,Belfast,Deck Engineer,,England,Deck Engineer
1062,397,"CRIBB, Mr John Hatfield",43,3rd Class Passenger,371362£16 2s,Southampton,Butler,,England,Butler
1063,398,"CRIBB, Miss Laura May",16,3rd Class Passenger,371362£16 2s,Southampton,Shop Assistant,,England,Shop Assistant
1064,399,"CRIMMINS, Mr James",21,Engineering Crew,,Southampton,Fireman,,England,Fireman
1065,400,"CRISP, Mr Albert Hector",39,Victualling Crew,,Belfast,Saloon Steward,,England,Saloon Steward
1066,401,"CRISPIN, Mr William",33,Victualling Crew,,Southampton,Glory Hole Steward,,England,Glory Hole Steward
1067,402,"CROSBIE, Mr John Borthwick",45,Victualling Crew,,Southampton,Turkish Bath Attendant,,England,Turkish Bath Attendant
1068,1913,"CROSBY, Mrs Catherine Elizabeth",64,1st Class Passenger,5735£71,Southampton,,7*†,United States,0
1069,1912,"CROSBY, Captain Edward Gifford",70,1st Class Passenger,5735£71,Southampton,,[269],United States,0
1070,1412,"CROSBY, Miss Harriette Rebecca",39,1st Class Passenger,112901£26 11s,Southampton,,7*†,France,0
1072,403,"CROSS, Mr William Alfred",44,Engineering Crew,,Southampton,Fireman,,England,Fireman
1075,404,"CROVELLA, Mr Paolo Luigi",16,Restaurant Staff,,Southampton,Assistant Waiter,,England,Assistant Waiter
1076,405,"CROW, Mr George Frederick",26,Victualling Crew,,Southampton,Saloon Steward,14,England,Saloon Steward
1077,406,"CRUMPLIN, Mr Charles George Chandler",35,Victualling Crew,,Belfast,Bed Room Steward,,England,Bed Room Steward
1078,407,"CULLEN, Mr Charles James",49,Victualling Crew,,Belfast,1st Class Bedroom Steward,11,England,1st Class Bedroom Steward
1081,1915,"CUMINGS, Mrs Florence Briggs",35,1st Class Passenger,17599£71 5s 8d,Cherbourg,,4,United States,0
1082,1914,"CUMINGS, Mr John Bradley",39,1st Class Passenger,17599£71 5s 8d,Cherbourg,,,United States,0
1083,408,"CUNNINGHAM, Mr Andrew Orr",38,Victualling Crew,,Belfast,1st Class Bedroom Steward,4,England,1st Class Bedroom Steward
1084,409,"CUNNINGHAM, Mr Bernard",35,Engineering Crew,,Southampton,Fireman,,England,Fireman
1086,410,"CURTIS, Mr Arthur",26,Engineering Crew,,Southampton,Fireman,,England,Fireman
1088,1681,"DAHLBERG, Miss Gerda Ulrika",22,3rd Class Passenger,7552£10 10s 4d,Southampton,,,Sweden,0
1090,1499,"DALY, Mr Eugene Patrick",29,3rd Class Passenger,382651£7 15s,Queenstown,Farm Labourer,B*†,Ireland,Farm Labourer
1091,1498,"DALY, Miss Margaret",33,3rd Class Passenger,382650£6 19s,Queenstown,Seamstress,,Ireland,Seamstress
1093,1683,"DANBOM, Mrs Anna Sigrid Maria",28,3rd Class Passenger,347080£14 8s,Southampton,,,Sweden,0
1094,1682,"DANBOM, Mr Ernst Gilbert",34,3rd Class Passenger,347080£14 8s,Southampton,General Labourer,[197],Sweden,General Labourer
1095,1684,"DANBOM, Master Gilbert Sigvard Emanuel",4m,3rd Class Passenger,347080£14 8s,Southampton,,,Sweden,0
1096,63,"DANIEL, Mr Robert Williams",27,1st Class Passenger,113804£30 10s,Southampton,,7*†,Canada,0
1097,411,"DANIELS, Mr Sidney Edward",18,Victualling Crew,,Southampton,Third class steward,B*†,England,Third class steward
1098,412,"DASHWOOD, Mr William George",18,Victualling Crew,,Southampton,Saloon Steward (2nd class),[83],England,Saloon Steward (2nd class)
1099,66,"DAVIDSON, Mrs Orian",27,1st Class Passenger,12750£52,Cherbourg,,3,Canada,0
1100,65,"DAVIDSON, Mr Thornton",31,1st Class Passenger,12750£52,Cherbourg,,,Canada,0
1101,416,"DAVIES, Mrs Agnes",48,2nd Class Passenger,33112£36 15s,Southampton,,14*†,England,0
1102,419,"DAVIES, Mr Alfred James",24,3rd Class Passenger,48871£24 3s,Southampton,Caster,,England,Caster
1103,415,"DAVIES, Mr Charles Henry",19,2nd Class Passenger,14879£73 10s,Southampton,,,England,0
1104,2118,"DAVIES, Mr Evan Lewis",22,3rd Class Passenger,23568£8 1s,Southampton,Miner,,Wales,Miner
1105,413,"DAVIES, Mr Gordon Raleigh",32,Victualling Crew,,Belfast,1st Class Bedroom Steward,,England,1st Class Bedroom Steward
1106,420,"DAVIES, Mr John",22,3rd Class Passenger,48871£24 3s,Southampton,Ironworker,,England,Ironworker
1107,417,"DAVIES, Master John Morgan jr",8,2nd Class Passenger,33112£36 15s,Southampton,,14*†,England,0
1108,421,"DAVIES, Mr Joseph",17,3rd Class Passenger,48873£8 1s,Southampton,Ironworker,,England,Ironworker
1109,414,"DAVIES, Mr Robert J.",26,Victualling Crew,,Belfast,Saloon Steward,[191],England,Saloon Steward
1110,418,"DAVIES, Mr Thomas",33,Engineering Crew,,Southampton,Leading Fireman,,England,Leading Fireman
1111,422,"DAVIS, Mr John",27,Victualling Crew,,Belfast,Extra 2nd Baker,[200],England,Extra 2nd Baker
1112,424,"DAVIS, Miss Mary Ann Charlotte",28,2nd Class Passenger,237668£13,Southampton,,,England,0
1113,423,"DAVIS, Mr Stephen James",39,Deck Crew,,Southampton,Able Seaman,,England,Able Seaman
1114,426,"DAVISON, Mrs Mary Elizabeth",34,3rd Class Passenger,386525£16 2s,Southampton,,10,England,0
1115,425,"DAVISON, Mr Thomas Henry",32,3rd Class Passenger,386525£16 2s,Southampton,Blacksmith,,England,Blacksmith
1116,429,"DAWSON, Mr Joseph",23,Engineering Crew,,Southampton,Trimmer,[227],England,Trimmer
1117,430,"DE MARSICO, Sig. Govanni",20,Restaurant Staff,,Southampton,Assistant Waiter,,England,Assistant Waiter
1118,1917,"DE MESSEMAEKER, Mrs Anna",36,3rd Class Passenger,345572£17 8s,Southampton,,13,United States,0
1122,431,"DEACON, Mr Percy William",17,2nd Class Passenger,14879£73 10s,Southampton,Baker,,England,Baker
1123,432,"DEAN, Mr Bertram Frank",25,3rd Class Passenger,2315£20 11s 6d,Southampton,Farmer,,England,Farmer
1124,434,"DEAN, Master Bertram Vere",1,3rd Class Passenger,2315£20 11s 6d,Southampton,,10,England,0
1125,435,"DEAN, Miss Eliza Gladys Millvina",2m,3rd Class Passenger,2315£20 11s 6d,Southampton,,10,England,0
1126,433,"DEAN, Mrs Eva Georgetta",32,3rd Class Passenger,2315£20 11s 6d,Southampton,,10,England,0
1127,436,"DEAN, Mr George Fox Hopkins",19,Victualling Crew,,Southampton,Assistant Saloon Steward,[252],England,Assistant Saloon Steward
1128,437,"DEBREUCQ, Mr Maurice Emile Victor",18,Restaurant Staff,,Southampton,Assistant Waiter,[244],England,Assistant Waiter
1130,438,"DEEBLE, Mr Alfred Arnold",34,Victualling Crew,,Belfast,Saloon Steward (1st class),[270],England,Saloon Steward (1st class)
1132,1469,"DEL CARLO, Mr Sebastiano",29,2nd Class Passenger,2167£27 14s 5d,Cherbourg,,[295],Italy,0
1133,32,"DELALI?, Mr Redûo",25,3rd Class Passenger,349250£7 17s 11d,Southampton,General Labourer,,Bosnia [Austria-Hungary],General Labourer
1134,90,"DENBUOY, Mr Albert Joseph",25,2nd Class Passenger,31029£31 10s,Southampton,Fruit Farmer,,Channel Islands,Fruit Farmer
1137,439,"DENNIS, Mr Samuel",22,3rd Class Passenger,21172£7 5s,Southampton,Farmer,,England,Farmer
1138,440,"DENNIS, Mr William",26,3rd Class Passenger,21175£7 5s,Southampton,Farmer,,England,Farmer
1141,441,"DERRETT, Mr Arthur Henry",28,Victualling Crew,,Belfast,Saloon Steward (1st class),,England,Saloon Steward (1st class)
1142,442,"DESLANDES, Mr Percival Stainer",38,Victualling Crew,,Southampton,Saloon Steward,[212],England,Saloon Steward
1143,443,"DESVERNINE, Mr Louis Gabriel",20,Restaurant Staff,,Southampton,Assistant Pastry Cook,,England,Assistant Pastry Cook
1144,1500,"DEVANEY, Miss Margaret Bedelia",20,3rd Class Passenger,330958£7 17s 7d,Queenstown,,,Ireland,0
1145,445,"DIAPER, Mr John Joseph",27,Engineering Crew,,Southampton,Fireman,,England,Fireman
1146,446,"DIBDEN, Mr William",18,2nd Class Passenger,14879£73 10s,Southampton,General Labourer,,England,General Labourer
1147,67,"DICK, Mr Albert Adrian",31,1st Class Passenger,17474£57,Southampton,,3,Canada,0
1148,1918,"DICK, Mrs Vera",17,1st Class Passenger,17474£57,Southampton,,3,United States,0
1149,114,"DIKA, Mr Mirko",17,3rd Class Passenger,349232£7 17s 11d,Southampton,,,Croatia [Austria-Hungary],0
1150,448,"DILLON, Mr Thomas Patrick",33,Engineering Crew,,Southampton,Trimmer,4,England,Trimmer
1151,115,"DIMI?, Mr Jovan",42,3rd Class Passenger,315088£8 13s 3d,Southampton,,,Croatia [Austria-Hungary],0
1153,449,"DINENAGE, Mr James Richard",49,Victualling Crew,,Southampton,Saloon Steward (1st class),,England,Saloon Steward (1st class)
1154,451,"DODD, Mr Edward Charles",39,Engineering Crew,,Belfast,Junior 3rd. Engineer,,England,Junior 3rd. Engineer
1155,450,"DODD, Mr George Charles",44,Victualling Crew,,Belfast,"Second Steward, 1st Class",,England,"Second Steward, 1st Class"
1156,1920,"DODGE, Mrs Ruth",38,1st Class Passenger,33638£81 17s 2d,Southampton,,5,United States,0
1157,1919,"DODGE, Dr Washington",52,1st Class Passenger,33638£81 17s 2d,Southampton,Politician,13,United States,Politician
1158,1921,"DODGE, Master Washington",4,1st Class Passenger,33638£81 17s 2d,Southampton,,5,United States,0
1159,453,"DOEL, Mr Frederick",22,Engineering Crew,,Southampton,Fireman,,England,Fireman
1160,1501,"DOHERTY, Mr William John",22,3rd Class Passenger,330877£8 9s 2d,Queenstown,,,Ireland,0
1161,454,"DOLBY, Mr Joseph",38,Victualling Crew,,Belfast,Reception Steward (1st Class),,England,Reception Steward (1st Class)
1162,455,"DOLING, Mrs Ada Julia Elizabeth",34,2nd Class Passenger,231919£23,Southampton,,,England,0
1163,456,"DOLING, Miss Elsie",18,2nd Class Passenger,231919£23,Southampton,,,England,0
1164,457,"DONATI, Sig. Italo Francesco",17,Restaurant Staff,,Southampton,Assistant Waiter,[311],England,Assistant Waiter
1165,458,"DONOGHUE, Mr Florence Thomas",31,Victualling Crew,,Belfast,Bed Room Steward,,England,Bed Room Steward
1166,1502,"DONOHOE, Miss Bridget",21,3rd Class Passenger,364856£7 15s,Queenstown,,,Ireland,0
1168,1503,"DOOLEY, Mr Patrick",37,3rd Class Passenger,370376£7 15s,Queenstown,General Labourer,,Ireland,General Labourer
1169,459,"DORE, Mr Albert James",22,Engineering Crew,,Southampton,Trimmer,,England,Trimmer
1170,460,"DORKINGS, Mr Edward Arthur",18,3rd Class Passenger,10482£8 1s,Southampton,Groom,B*†,England,Groom
1171,461,"DORNIER, Mr Louis Auguste",20,Restaurant Staff,,Southampton,Assistant Fish Cook,,England,Assistant Fish Cook
1172,462,"DOUGHTY, Mr Walter Thomas",22,Victualling Crew,,Southampton,Saloon Steward (2nd class),,England,Saloon Steward (2nd class)
1173,1923,"DOUGLAS, Mrs Mahala",48,1st Class Passenger,17761£106 8s 6d,Cherbourg,,2,United States,0
1174,68,"DOUGLAS, Mrs Mary HÈlËne",27,1st Class Passenger,17558£247 10s 5d,Cherbourg,,6*†,Canada,0
1175,1922,"DOUGLAS, Mr Walter Donald",50,1st Class Passenger,17761£106 8s 6d,Cherbourg,,[62],United States,0
1177,91,"DOUTON, Mr William Joseph",55,2nd Class Passenger,28403£26,Southampton,Quarryman,,Channel Islands,Quarryman
1178,1924,"DOWDELL, Miss Elizabeth",31,3rd Class Passenger,364516£12 9s 6d,Southampton,Housekeeper,13,United States,Housekeeper
1179,1504,"DOYLE, Miss Elizabeth",28,3rd Class Passenger,368702£7 15s,Queenstown,,,Ireland,0
1180,463,"DOYLE, Mr Laurence",27,Engineering Crew,,Southampton,Fireman,,England,Fireman
1182,1925,"DREW, Mr James Vivian",42,2nd Class Passenger,28220£32 10s,Southampton,,,United States,0
1183,1926,"DREW, Mrs Maria Louisa Thorne",34,2nd Class Passenger,28220£32 10s,Southampton,,,United States,0
1184,1927,"DREW, Master Marshall Brines",8,2nd Class Passenger,28220£32 10s,Southampton,,,United States,0
1185,1505,"DRISCOLL, Miss Bridget",27,3rd Class Passenger,14311£7 15s,Queenstown,,,Ireland,0
1186,464,"DROPKIN, Miss Jennie",24,3rd Class Passenger,392083£8 1s,Southampton,Box Maker,,England,Box Maker
1187,465,"DUFF GORDON, Sir Cosmo Edmund",49,1st Class Passenger,11755£39 12s,Cherbourg,Landowner,1,England,Landowner
1188,466,"DUFF GORDON, Lucy Christiana, Lady",48,1st Class Passenger,17485£56 18s 7d,Cherbourg,Dressmaker / Couturiere,1,England,Dressmaker / Couturiere
1189,467,"DUFFY, Mr William Luke",36,Engineering Crew,,Belfast,Writer / Engineer's Clerk,,England,Writer / Engineer's Clerk
1190,1928,"DULLES, Mr William Crothers",39,1st Class Passenger,17580£29 14s,Cherbourg,,[133],United States,0
1191,468,"DUNFORD, Mr William",48,Victualling Crew,,Southampton,Hospital Steward,[71],England,Hospital Steward
1193,92,"DUQUEMIN, Mr Joseph Pierre",24,3rd Class Passenger,752£7 11s,Southampton,Mason,D†,Channel Islands,Mason
1196,1506,"DWAN, Mr Frank",65,3rd Class Passenger,336439£7 15s,Queenstown,Fisherman,,Ireland,Fisherman
1197,470,"DYER, Mr Henry Ryland",24,Engineering Crew,,Belfast,Senior Assistant 4th. Engineer,,England,Senior Assistant 4th. Engineer
1198,469,"DYER, Mr William Henry",33,Victualling Crew,,Southampton,Saloon Steward (1st class),,England,Saloon Steward (1st class)
1199,1929,"DYKER, Mr Adolf Fredrik",23,3rd Class Passenger,347072£13 18s,Southampton,General Labourer,,United States,General Labourer
1200,1930,"DYKER, Mrs Anna Elisabeth Judith",22,3rd Class Passenger,347072£13 18s,Southampton,Singer,,United States,Singer
1201,471,"DYMOND, Mr Frank",36,Engineering Crew,,Southampton,Fireman,15,England,Fireman
1204,472,"EAGLE, Mr Alfred James Jacob",27,Engineering Crew,,Southampton,Trimmer,,England,Trimmer
1205,1931,"EARNSHAW, Mrs Olive",23,1st Class Passenger,11767£83 3s 2d,Cherbourg,Of Independent Means,7,United States,Of Independent Means
1206,473,"EASTMAN, Mr Charles",44,Engineering Crew,,Southampton,Greaser,,England,Greaser
1207,474,"EDBROOKE, Mr Francis Samuel Jacob",23,Victualling Crew,,Southampton,Third class steward,,England,Third class steward
1208,475,"EDE, Mr George Bulkeley",23,Victualling Crew,,Southampton,3rd Class Steward,,England,3rd Class Steward
1209,476,"EDGE, Mr Frederick William",39,Victualling Crew,,Southampton,Deck Steward (2nd class),,England,Deck Steward (2nd class)
1210,1685,"EDVARDSSON, Mr Gustaf Hjalmar",18,3rd Class Passenger,349912£7 15s 6d,Southampton,General Labourer,,Sweden,General Labourer
1211,477,"EDWARDS, Mr Charles Essex",49,Victualling Crew,,Southampton,Assistant Pantryman Steward (1st Class),,England,Assistant Pantryman Steward (1st Class)
1212,478,"EGG, Mr William Henry",48,Victualling Crew,,Southampton,Third class steward,,England,Third class steward
1213,479,"EITEMILLER, Mr George Floyd",25,2nd Class Passenger,29751£13,Southampton,,,England,0
1214,1686,"EKLUND, Mr Hans Linus",16,3rd Class Passenger,347074£7 15s 6d,Southampton,General Labourer,,Sweden,General Labourer
1216,1792,"ELIAS, Mr Joseph",39,3rd Class Passenger,2675£7 4s 7d,Cherbourg,,,Syria,0
1217,1791,"ELIAS, Mr Joseph jr.",15,3rd Class Passenger,2690£7 4s 7d,Cherbourg,General Labourer,,Syria,General Labourer
1219,480,"ELLIOTT, Mr Everett Edward",23,Engineering Crew,,Southampton,Trimmer,[317],England,Trimmer
1220,481,"ELLIS, Mr John Bertie",28,Victualling Crew,,Southampton,Assistant Vegetable Cook,2*†,England,Assistant Vegetable Cook
1222,482,"ELSBURY, Mr William James",48,3rd Class Passenger,3902£7 5s,Southampton,Farmer,,England,Farmer
1223,1932,"EMANUEL, Miss Virginia Ethel",6,3rd Class Passenger,364516£12 9s 6d,Southampton,,13,United States,0
1224,1688,"ENANDER, Mr Ingvar",21,2nd Class Passenger,236854£13,Southampton,,,Sweden,0
1226,483,"ENNIS, Mr Walter",34,Victualling Crew,,Southampton,Turkish Bath Attendant,,England,Turkish Bath Attendant
1227,1507,"ERVINE, Mr Albert George",18,Engineering Crew,,Belfast,Assistant Electrician,,Ireland,Assistant Electrician
1229,484,"ETCHES, Mr Henry Samuel",43,Victualling Crew,,Belfast,First class bedroom steward,5,England,First class bedroom steward
1230,1933,"EUSTIS, Miss Elizabeth Mussey",54,1st Class Passenger,36947£78 5s 4d,Cherbourg,,4,United States,0
1231,486,"EVANS, Mr Alfred Frank",25,Deck Crew,,Southampton,Lookout,15*†,England,Lookout
1232,1934,"EVANS, Miss Edith Corse",36,1st Class Passenger,17531£31 13s 7d,Cherbourg,,,United States,0
1233,487,"EVANS, Mr Frank Oliver",27,Deck Crew,,Southampton,Able Seaman,10,England,Able Seaman
1234,488,"EVANS, Mr George Richard",27,Victualling Crew,,Belfast,Saloon Steward (1st class),,England,Saloon Steward (1st class)
1235,489,"EVANS, Mr William Thomas",33,Engineering Crew,,Southampton,Trimmer,[31],England,Trimmer
1236,490,"EVERETT, Mr Thomas James",37,3rd Class Passenger,6212£15 2s,Southampton,Crane Operator,[187],England,Crane Operator
1238,491,"FAIRALL, Mr Henry Charles",40,Victualling Crew,,Belfast,Saloon Steward (1st class),,England,Saloon Steward (1st class)
1239,492,"FARDON, Mr Charles Richard",46,3rd Class Passenger,3101314£7 5s,Southampton,Carpenter / Joiner,,England,Carpenter / Joiner
1240,493,"FARENDEN, Mr Ernest John",22,Victualling Crew,,Belfast,Confectioner,,England,Confectioner
1242,494,"FARQUHARSON, Mr William Edward",39,Engineering Crew,,Belfast,Senior 2nd. Engineer,,England,Senior 2nd. Engineer
1243,1508,"FARRELL, Mr James",26,3rd Class Passenger,367232£7 15s,Queenstown,Farm Labourer,[68],Ireland,Farm Labourer
1244,495,"FAULKNER, Mr William Stephen",37,Victualling Crew,,Belfast,1st Class Bedroom Steward,11*†,England,1st Class Bedroom Steward
1245,496,"FAUNTHORPE, Mr Harry Bartram",31,2nd Class Passenger,2926£26,Southampton,,[286],England,0
1246,497,"FAY, Mr Thomas Joseph",30,Engineering Crew,,Southampton,Greaser,,England,Greaser
1247,498,"FEI, Sig. Carlo",19,Restaurant Staff,,Southampton,Scullion,,England,Scullion
1248,499,"FELLOWES, Mr Alfred James",28,Victualling Crew,,Belfast,Assistant boots steward (1st class),[138],England,Assistant boots steward (1st class)
1249,500,"FELTHAM, Mr George William",41,Victualling Crew,,Southampton,Vienna Baker,,England,Vienna Baker
1250,501,"FERRARY, Mr Anton",33,Engineering Crew,,Southampton,Trimmer,,England,Trimmer
1252,502,"FERRIS, Mr William",39,Engineering Crew,,Southampton,Leading Fireman,,England,Leading Fireman
1254,503,"FILLBROOK, Mr Joseph Charles",18,2nd Class Passenger,15185£10 10s,Southampton,Painter & Decorator,,England,Painter & Decorator
1255,504,"FINCH, Mr Henry Herman",18,Victualling Crew,,Southampton,Steward (3rd Class),,England,Steward (3rd Class)
1257,505,"FIORAVANTE, Sig. Giuseppe Bertoldo",23,Restaurant Staff,,Southampton,Assistant Scullion,,England,Assistant Scullion
1258,1689,"FISCHER, Mr Eberhard Thelander",18,3rd Class Passenger,350036£7 15s 11d,Southampton,,,Sweden,0
1259,508,"FITZPATRICK, Mr Cecil William",21,Engineering Crew,,Southampton,Mess Steward,B†,England,Mess Steward
1260,1509,"FITZPATRICK, Mr Hugh Joseph",29,Engineering Crew,,Belfast,Junior Boilermaker,,Ireland,Junior Boilermaker
1262,509,"FLAHERTY, Mr Edward",52,Engineering Crew,,Southampton,Fireman,,England,Fireman
1264,510,"FLEET, Mr Frederick",24,Deck Crew,,Belfast,Lookout,6,England,Lookout
1265,1935,"FLEGENHEIM, Mrs Antoinette",48,1st Class Passenger,17598£31 13s 8d,Cherbourg,,7,United States,0
1266,1510,"FLEMING, Miss Honor",22,3rd Class Passenger,364859£7 15s,Queenstown,,,Ireland,0
1268,511,"FLETCHER, Mr Percy William",25,Victualling Crew,,Belfast,Bugler Steward,,England,Bugler Steward
1270,1511,"FLYNN, Mr James",28,3rd Class Passenger,364851£7 15s,Queenstown,General Labourer,,Ireland,General Labourer
1271,1512,"FLYNN, Mr John",48,3rd Class Passenger,368323£6 19s,Queenstown,Farm Labourer,,Ireland,Farm Labourer
1272,1936,"FLYNN, Mr John Irwin",36,1st Class Passenger,PC 14474£26 5s 9d,Southampton,,5,United States,0
1274,512,"FOLEY, Mr John",46,Deck Crew,,Belfast,Deck storekeeper,4,England,Deck storekeeper
